cd_plano_conta_rel,ds_plano_conta,nivel,vl_abr,vl_abr_f,vl_ago,vl_ago_f,vl_atualizado,vl_atualizado_f,vl_dez,vl_dez_f,vl_fev,vl_fev_f,vl_jan,vl_jan_f,vl_jul,vl_jul_f,vl_jun,vl_jun_f,vl_mai,vl_mai_f,vl_mar,vl_mar_f,vl_nov,vl_nov_f,vl_out,vl_out_f,vl_periodo,vl_periodo_f,vl_previsto,vl_previsto_f,vl_set,vl_set_f,vl_total,vl_total_f
1.1.1.3.03.1.1.10.09,IRRF - FOLHA FUPES,9,"R$ 18.905,25",18905.25,"R$ 17.778,18",17778.18,"R$ 0,00",0,"R$ 0,00",0,"R$ 19.973,29",19973.29,"R$ 14.632,34",14632.34,"R$ 39.969,39",39969.39,"R$ 0,00",0,"R$ 17.778,18",17778.18,"R$ 18.998,30",18998.3,"R$ 17.778,18",17778.18,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 18.244,44",18244.44,"R$ 184.057,55",184057.55
1.1.1.3.03.1.1.10.10,IRRF - FOLHA FUPAT,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 84.173,51",84173.51,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 88.925,90",88925.9,"R$ 173.099,41",173099.41
1.1.1.3.03.1.1.10.11,IR TARIFAS BANCÁRIAS,9,"R$ 5.816,29",5816.29,"R$ 7.640,50",7640.5,"R$ 0,00",0,"R$ 0,00",0,"R$ 8.091,97",8091.97,"R$ 4.934,50",4934.5,"R$ 7.435,85",7435.85,"R$ 5.962,37",5962.37,"R$ 5.527,07",5527.07,"R$ 5.585,15",5585.15,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"-R$ 50.993,70",-50993.7,"-R$ 0,00",-3.97459842815806e-12
1.1.1.3.03.4,Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos,6,"R$ 41.393,67",41393.67,"R$ 54.448,63",54448.63,"R$ 0,00",0,"R$ 0,00",0,"R$ 35.917,65",35917.65,"R$ 56.087,30",56087.3,"R$ 69.742,08",69742.08,"R$ 52.533,55",52533.55,"R$ 46.151,36",46151.36,"R$ 87.557,94",87557.94,"R$ 46.493,94",46493.94,"R$ 82.262,94",82262.94,,0,"R$ 0,00",0,"R$ 135.761,18",135761.18,"R$ 708.350,24",708350.24
1.1.1.3.03.4.1,Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal,7,"R$ 41.393,67",41393.67,"R$ 54.448,63",54448.63,"R$ 0,00",0,"R$ 0,00",0,"R$ 35.917,65",35917.65,"R$ 56.087,30",56087.3,"R$ 69.742,08",69742.08,"R$ 52.533,55",52533.55,"R$ 46.151,36",46151.36,"R$ 87.557,94",87557.94,"R$ 46.493,94",46493.94,"R$ 82.262,94",82262.94,,0,"R$ 0,00",0,"R$ 135.761,18",135761.18,"R$ 708.350,24",708350.24
1.1.1.3.03.4.1.01,Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Bens e Serviços - FAMS,8,"R$ 11.777,73",11777.73,"R$ 13.599,23",13599.23,"R$ 0,00",0,"R$ 0,00",0,"R$ 11.555,39",11555.39,"R$ 11.514,24",11514.24,"R$ 13.424,81",13424.81,"R$ 11.660,13",11660.13,"R$ 11.799,31",11799.31,"R$ 11.285,97",11285.97,"R$ 6.259,12",6259.12,"R$ 5.915,77",5915.77,,0,"R$ 0,00",0,"R$ 11.679,14",11679.14,"R$ 120.470,84",120470.84
1.1.1.3.03.4.1.02,Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Bens e Serviços - FUPES,8,"R$ 1.229,82",1229.82,"R$ 2.193,21",2193.21,"R$ 0,00",0,"R$ 0,00",0,"R$ 484,04",484.04,"R$ 484,04",484.04,"R$ 963,42",963.42,"R$ 799,19",799.19,"R$ 507,42",507.42,"R$ 507,42",507.42,"R$ 709,02",709.02,"R$ 609,42",609.42,,0,"R$ 0,00",0,"R$ 927,42",927.42,"R$ 9.414,42",9414.42
1.1.1.3.03.4.1.03,Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Bens e Serviços - FUPAT,8,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 5.561,99",5561.99,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 93,12",93.12,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 6.821,08",6821.08,"R$ 12.476,19",12476.19
1.1.1.3.03.4.1.04,Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Bens e Serviços - CAPEP,8,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.1.1.3.03.4.1.05,Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Bens e Serviços - IPREV,8,"R$ 7.198,75",7198.75,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 16.343,47",16343.47,"R$ 14.540,95",14540.95,"R$ 16.641,43",16641.43,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 28.540,29",28540.29,"R$ 83.264,89",83264.89
1.1.1.3.03.4.1.06,Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Bens e Serviços - CAMARA,8,"R$ 21.187,37",21187.37,"R$ 38.656,19",38656.19,"R$ 0,00",0,"R$ 0,00",0,"R$ 18.316,23",18316.23,"R$ 44.089,02",44089.02,"R$ 55.353,85",55353.85,"R$ 23.730,76",23730.76,"R$ 19.303,68",19303.68,"R$ 59.123,12",59123.12,"R$ 35.048,95",35048.95,"R$ 69.785,60",69785.6,,0,"R$ 0,00",0,"R$ 29.560,78",29560.78,"R$ 414.155,55",414155.55
1.1.1.3.03.4.1.07,IR TARIFAS BANCARIAS,8,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 4.383,73",4383.73,"R$ 5.952,15",5952.15,,0,"R$ 0,00",0,"R$ 58.232,47",58232.47,"R$ 68.568,35",68568.35
1.1.1.4,Impostos sobre a Produção e Circulação de Mercadorias e Serviços,4,"R$ 121.875.998,46",121875998.46,"R$ 127.249.476,77",127249476.77,"R$ 1.382.453.000,00",1382453000,"R$ 2.716.609,30",2716609.3,"R$ 115.373.277,23",115373277.23,"R$ 124.645.242,38",124645242.38,"R$ 161.991.262,05",161991262.05,"R$ 128.732.815,75",128732815.75,"R$ 122.122.008,96",122122008.96,"R$ 114.051.165,21",114051165.21,"R$ 127.097.722,63",127097722.63,"R$ 132.086.073,94",132086073.94,,0,"R$ 1.382.453.000,00",1382453000,"R$ 122.774.822,57",122774822.57,"R$ 1.400.716.475,25",1400716475.25
1.1.1.4.51,Impostos sobre Serviços,5,"R$ 121.875.998,46",121875998.46,"R$ 127.249.476,77",127249476.77,"R$ 1.382.453.000,00",1382453000,"R$ 2.716.609,30",2716609.3,"R$ 115.373.277,23",115373277.23,"R$ 124.645.242,38",124645242.38,"R$ 161.991.262,05",161991262.05,"R$ 128.732.815,75",128732815.75,"R$ 122.122.008,96",122122008.96,"R$ 114.051.165,21",114051165.21,"R$ 127.097.722,63",127097722.63,"R$ 132.086.073,94",132086073.94,,0,"R$ 1.382.453.000,00",1382453000,"R$ 122.774.822,57",122774822.57,"R$ 1.400.716.475,25",1400716475.25
1.1.1.4.51.1,Imposto sobre Serviços de Qualquer Natureza - ISSQN,6,"R$ 121.875.998,46",121875998.46,"R$ 127.249.476,77",127249476.77,"R$ 1.382.453.000,00",1382453000,"R$ 2.716.609,30",2716609.3,"R$ 115.373.277,23",115373277.23,"R$ 124.645.242,38",124645242.38,"R$ 161.991.262,05",161991262.05,"R$ 128.732.815,75",128732815.75,"R$ 122.122.008,96",122122008.96,"R$ 114.051.165,21",114051165.21,"R$ 127.097.722,63",127097722.63,"R$ 132.086.073,94",132086073.94,,0,"R$ 1.382.453.000,00",1382453000,"R$ 122.774.822,57",122774822.57,"R$ 1.400.716.475,25",1400716475.25
1.1.1.4.51.1.1,Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal,7,"R$ 120.110.737,70",120110737.7,"R$ 123.657.964,00",123657964,"R$ 1.356.543.000,00",1356543000,"R$ 1.974.310,18",1974310.18,"R$ 113.857.032,68",113857032.68,"R$ 123.141.033,13",123141033.13,"R$ 121.386.955,35",121386955.35,"R$ 122.603.453,41",122603453.41,"R$ 120.226.664,12",120226664.12,"R$ 112.161.384,97",112161384.97,"R$ 124.957.257,46",124957257.46,"R$ 127.846.539,17",127846539.17,,0,"R$ 1.356.543.000,00",1356543000,"R$ 120.917.118,53",120917118.53,"R$ 1.332.840.450,70",1332840450.7
1.1.1.4.51.1.1.01,ISS SIMPLES,8,"R$ 6.504.234,43",6504234.43,"R$ 7.365.808,00",7365808,"R$ 77.236.000,00",77236000,"R$ 584.789,98",584789.98,"R$ 6.467.516,49",6467516.49,"R$ 7.871.148,27",7871148.27,"R$ 7.230.980,16",7230980.16,"R$ 6.899.412,35",6899412.35,"R$ 6.955.103,05",6955103.05,"R$ 6.725.567,83",6725567.83,"R$ 7.807.761,83",7807761.83,"R$ 7.954.435,28",7954435.28,,0,"R$ 77.236.000,00",77236000,"R$ 7.868.316,47",7868316.47,"R$ 80.235.074,14",80235074.14
1.1.1.4.51.1.1.02,GISS,8,"R$ 112.011.320,87",112011320.87,"R$ 116.053.838,80",116053838.8,"R$ 1.256.983.000,00",1256983000,"R$ 1.112.416,14",1112416.14,"R$ 105.845.069,88",105845069.88,"R$ 111.711.984,20",111711984.2,"R$ 112.529.046,27",112529046.27,"R$ 114.164.110,17",114164110.17,"R$ 111.610.697,64",111610697.64,"R$ 103.972.580,26",103972580.26,"R$ 114.706.533,72",114706533.72,"R$ 118.393.132,01",118393132.01,,0,"R$ 1.256.983.000,00",1256983000,"R$ 111.312.215,31",111312215.31,"R$ 1.233.422.945,27",1233422945.27
1.1.1.4.51.1.1.03,ISS NOTIFICACAO DE DEBITO,8,"R$ 1.223.371,53",1223371.53,"-R$ 159.204,73",-159204.73,"R$ 14.207.000,00",14207000,"R$ 233.671,87",233671.87,"R$ 1.127.788,39",1127788.39,"R$ 1.174.056,12",1174056.12,"R$ 1.213.706,77",1213706.77,"R$ 1.153.419,56",1153419.56,"R$ 1.208.853,18",1208853.18,"R$ 1.064.104,85",1064104.85,"R$ 2.082.263,71",2082263.71,"R$ 1.096.240,68",1096240.68,,0,"R$ 14.207.000,00",14207000,"R$ 1.343.166,12",1343166.12,"R$ 12.761.438,05",12761438.05
1.1.1.4.51.1.1.04,ISS FIXO,8,"R$ 366.581,82",366581.82,"R$ 387.904,49",387904.49,"R$ 8.019.000,00",8019000,"R$ 43.346,28",43346.28,"R$ 411.963,65",411963.65,"R$ 2.382.094,50",2382094.5,"R$ 401.973,69",401973.69,"R$ 386.473,76",386473.76,"R$ 452.010,25",452010.25,"R$ 366.952,71",366952.71,"R$ 360.698,20",360698.2,"R$ 381.358,53",381358.53,,0,"R$ 8.019.000,00",8019000,"R$ 383.416,73",383416.73,"R$ 6.324.774,61",6324774.61
1.1.1.4.51.1.1.05,RESSARCIMENTO ISS - PROMIFAE,8,"R$ 5.229,05",5229.05,"R$ 9.617,44",9617.44,"R$ 98.000,00",98000,"R$ 85,91",85.91,"R$ 4.694,27",4694.27,"R$ 1.750,04",1750.04,"R$ 11.248,46",11248.46,"R$ 37,57",37.57,"R$ 0,00",0,"R$ 32.179,32",32179.32,"R$ 0,00",0,"R$ 21.372,67",21372.67,,0,"R$ 98.000,00",98000,"R$ 10.003,90",10003.9,"R$ 96.218,63",96218.63
1.1.1.4.51.1.1.06,RESSARCIMENTO ISS,8,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.1.1.4.51.1.2,Imposto sobre Serviços de Qualquer Natureza - ISSQN -  Multas e Juros,7,"R$ 140.388,08",140388.08,"R$ 110.476,26",110476.26,"R$ 1.487.000,00",1487000,"R$ 55.511,05",55511.05,"R$ 144.314,98",144314.98,"R$ 288.908,49",288908.49,"R$ 102.049,53",102049.53,"R$ 84.647,56",84647.56,"R$ 86.209,09",86209.09,"R$ 94.391,70",94391.7,"R$ 194.124,75",194124.75,"R$ 185.293,18",185293.18,,0,"R$ 1.487.000,00",1487000,"R$ 191.920,09",191920.09,"R$ 1.678.234,76",1678234.76
1.1.1.4.51.1.2.01,Imposto sobre Serviços de Qualquer Natureza - ISSQN -  Multas e Juros,8,"R$ 140.388,08",140388.08,"R$ 110.476,26",110476.26,"R$ 1.487.000,00",1487000,"R$ 55.511,05",55511.05,"R$ 144.314,98",144314.98,"R$ 288.908,49",288908.49,"R$ 102.049,53",102049.53,"R$ 84.647,56",84647.56,"R$ 86.209,09",86209.09,"R$ 94.391,70",94391.7,"R$ 194.124,75",194124.75,"R$ 185.293,18",185293.18,,0,"R$ 1.487.000,00",1487000,"R$ 191.920,09",191920.09,"R$ 1.678.234,76",1678234.76
1.1.1.4.51.1.2.01.01,MULTA JUR.MORA ISSQN,9,"R$ 140.388,08",140388.08,"R$ 110.476,26",110476.26,"R$ 1.487.000,00",1487000,"R$ 55.511,05",55511.05,"R$ 144.314,98",144314.98,"R$ 288.908,49",288908.49,"R$ 102.049,53",102049.53,"R$ 84.647,56",84647.56,"R$ 86.209,09",86209.09,"R$ 94.391,70",94391.7,"R$ 194.124,75",194124.75,"R$ 185.293,18",185293.18,,0,"R$ 1.487.000,00",1487000,"R$ 191.920,09",191920.09,"R$ 1.678.234,76",1678234.76
1.1.1.4.51.1.3,Imposto sobre Serviços de Qualquer Natureza - ISSQN - Dívida Ativa,7,"R$ 937.341,22",937341.22,"R$ 2.574.958,39",2574958.39,"R$ 22.423.000,00",22423000,"R$ 364.977,52",364977.52,"R$ 807.610,85",807610.85,"R$ 704.638,34",704638.34,"R$ 26.866.052,71",26866052.71,"R$ 4.042.056,37",4042056.37,"R$ 1.073.678,42",1073678.42,"R$ 1.032.820,53",1032820.53,"R$ 1.047.955,21",1047955.21,"R$ 2.417.657,32",2417657.32,,0,"R$ 22.423.000,00",22423000,"R$ 902.089,82",902089.82,"R$ 42.771.836,70",42771836.7
1.1.1.4.51.1.3.01,Imposto sobre Serviços de Qualquer Natureza - ISSQN - Dívida Ativa,8,"R$ 937.341,22",937341.22,"R$ 2.574.958,39",2574958.39,"R$ 22.423.000,00",22423000,"R$ 364.977,52",364977.52,"R$ 807.610,85",807610.85,"R$ 704.638,34",704638.34,"R$ 26.866.052,71",26866052.71,"R$ 4.042.056,37",4042056.37,"R$ 1.073.678,42",1073678.42,"R$ 1.032.820,53",1032820.53,"R$ 1.047.955,21",1047955.21,"R$ 2.417.657,32",2417657.32,,0,"R$ 22.423.000,00",22423000,"R$ 902.089,82",902089.82,"R$ 42.771.836,70",42771836.7
1.1.1.4.51.1.3.01.01,DIV AT TRIB ISSQN PRINCIPAL,9,"R$ 937.341,22",937341.22,"R$ 2.574.958,39",2574958.39,"R$ 22.423.000,00",22423000,"R$ 364.977,52",364977.52,"R$ 807.610,85",807610.85,"R$ 704.638,34",704638.34,"R$ 26.866.052,71",26866052.71,"R$ 4.042.056,37",4042056.37,"R$ 1.073.678,42",1073678.42,"R$ 1.032.820,53",1032820.53,"R$ 1.047.955,21",1047955.21,"R$ 2.417.657,32",2417657.32,,0,"R$ 22.423.000,00",22423000,"R$ 902.089,82",902089.82,"R$ 42.771.836,70",42771836.7
1.1.1.4.51.1.4,Imposto sobre Serviços de Qualquer Natureza - ISSQN - Dívida Ativa - Multas e Juros,7,"R$ 687.531,46",687531.46,"R$ 906.078,12",906078.12,"R$ 2.000.000,00",2000000,"R$ 321.810,55",321810.55,"R$ 564.318,72",564318.72,"R$ 510.662,42",510662.42,"R$ 13.636.204,46",13636204.46,"R$ 2.002.658,41",2002658.41,"R$ 735.457,33",735457.33,"R$ 762.568,01",762568.01,"R$ 898.385,21",898385.21,"R$ 1.636.584,27",1636584.27,,0,"R$ 2.000.000,00",2000000,"R$ 763.694,13",763694.13,"R$ 23.425.953,09",23425953.09
1.1.1.4.51.1.4.01,Imposto sobre Serviços de Qualquer Natureza - ISSQN - Dívida Ativa - Multas e Juros,8,"R$ 687.531,46",687531.46,"R$ 906.078,12",906078.12,"R$ 2.000.000,00",2000000,"R$ 321.810,55",321810.55,"R$ 564.318,72",564318.72,"R$ 510.662,42",510662.42,"R$ 13.636.204,46",13636204.46,"R$ 2.002.658,41",2002658.41,"R$ 735.457,33",735457.33,"R$ 762.568,01",762568.01,"R$ 898.385,21",898385.21,"R$ 1.636.584,27",1636584.27,,0,"R$ 2.000.000,00",2000000,"R$ 763.694,13",763694.13,"R$ 23.425.953,09",23425953.09
1.1.1.4.51.1.4.01.01,M.JUR.MORA.DIV.AT.ISSQN,9,"R$ 687.531,46",687531.46,"R$ 906.078,12",906078.12,"R$ 2.000.000,00",2000000,"R$ 321.810,55",321810.55,"R$ 564.318,72",564318.72,"R$ 510.662,42",510662.42,"R$ 13.636.204,46",13636204.46,"R$ 2.002.658,41",2002658.41,"R$ 735.457,33",735457.33,"R$ 762.568,01",762568.01,"R$ 898.385,21",898385.21,"R$ 1.636.584,27",1636584.27,,0,"R$ 2.000.000,00",2000000,"R$ 763.694,13",763694.13,"R$ 23.425.953,09",23425953.09
1.1.2,Taxas,3,"R$ 10.819.505,45",10819505.45,"R$ 9.318.658,35",9318658.35,"R$ 196.692.000,00",196692000,"R$ 3.069.721,23",3069721.23,"R$ 11.652.346,04",11652346.04,"R$ 50.085.797,13",50085797.13,"R$ 12.635.094,33",12635094.33,"R$ 13.024.145,48",13024145.48,"R$ 10.640.007,64",10640007.64,"R$ 10.675.377,03",10675377.03,"R$ 9.823.495,22",9823495.22,"R$ 10.870.279,84",10870279.84,,0,"R$ 196.692.000,00",196692000,"R$ 10.082.850,23",10082850.23,"R$ 162.697.277,97",162697277.97
1.1.2.2,Taxas pela Prestação de Serviços,4,"R$ 10.819.505,45",10819505.45,"R$ 9.318.658,35",9318658.35,"R$ 196.692.000,00",196692000,"R$ 3.069.721,23",3069721.23,"R$ 11.652.346,04",11652346.04,"R$ 50.085.797,13",50085797.13,"R$ 12.635.094,33",12635094.33,"R$ 13.024.145,48",13024145.48,"R$ 10.640.007,64",10640007.64,"R$ 10.675.377,03",10675377.03,"R$ 9.823.495,22",9823495.22,"R$ 10.870.279,84",10870279.84,,0,"R$ 196.692.000,00",196692000,"R$ 10.082.850,23",10082850.23,"R$ 162.697.277,97",162697277.97
1.1.2.2.01,Taxas pela Prestação de Serviços em Geral,5,"R$ 10.819.505,45",10819505.45,"R$ 9.318.658,35",9318658.35,"R$ 196.692.000,00",196692000,"R$ 3.069.721,23",3069721.23,"R$ 11.652.346,04",11652346.04,"R$ 50.085.797,13",50085797.13,"R$ 12.635.094,33",12635094.33,"R$ 13.024.145,48",13024145.48,"R$ 10.640.007,64",10640007.64,"R$ 10.675.377,03",10675377.03,"R$ 9.823.495,22",9823495.22,"R$ 10.870.279,84",10870279.84,,0,"R$ 196.692.000,00",196692000,"R$ 10.082.850,23",10082850.23,"R$ 162.697.277,97",162697277.97
1.1.2.2.01.0.1,Taxas pela Prestação de Serviços em Geral - Principal,7,"R$ 8.629.565,72",8629565.72,"R$ 7.069.755,46",7069755.46,"R$ 174.147.000,00",174147000,"R$ 2.334.605,08",2334605.08,"R$ 9.709.873,37",9709873.37,"R$ 48.332.988,04",48332988.04,"R$ 8.591.423,58",8591423.58,"R$ 8.139.241,51",8139241.51,"R$ 8.648.345,73",8648345.73,"R$ 8.777.377,39",8777377.39,"R$ 8.062.962,28",8062962.28,"R$ 8.393.077,72",8393077.72,,0,"R$ 174.147.000,00",174147000,"R$ 8.247.774,11",8247774.11,"R$ 134.936.989,99",134936989.99
1.1.2.2.01.0.1.01,Taxas pela Prestação de Serviços em Geral - Principal,8,"R$ 8.629.565,72",8629565.72,"R$ 7.069.755,46",7069755.46,"R$ 174.147.000,00",174147000,"R$ 2.334.605,08",2334605.08,"R$ 9.709.873,37",9709873.37,"R$ 48.332.988,04",48332988.04,"R$ 8.591.423,58",8591423.58,"R$ 8.139.241,51",8139241.51,"R$ 8.648.345,73",8648345.73,"R$ 8.777.377,39",8777377.39,"R$ 8.062.962,28",8062962.28,"R$ 8.393.077,72",8393077.72,,0,"R$ 174.147.000,00",174147000,"R$ 8.247.774,11",8247774.11,"R$ 134.936.989,99",134936989.99
1.1.2.2.01.0.1.01.01,LOCAL. FUNC. ESTAB. COM. IND. PR. S.,9,"R$ 2.346.585,23",2346585.23,"R$ 1.253.776,96",1253776.96,"R$ 56.455.000,00",56455000,"R$ 169.194,11",169194.11,"R$ 3.235.785,79",3235785.79,"R$ 23.166.146,16",23166146.16,"R$ 2.139.785,58",2139785.58,"R$ 2.000.078,05",2000078.05,"R$ 2.190.306,77",2190306.77,"R$ 2.667.656,56",2667656.56,"R$ 1.941.210,59",1941210.59,"R$ 2.015.663,96",2015663.96,,0,"R$ 56.455.000,00",56455000,"R$ 2.030.586,96",2030586.96,"R$ 45.156.776,72",45156776.72
1.1.2.2.01.0.1.01.02,ESPECIAL PROVISORIA,9,"R$ 0,00",0,"R$ 9.599,86",9599.86,"R$ 74.000,00",74000,"R$ 3.304,38",3304.38,"R$ 0,00",0,"R$ 1.101,46",1101.46,"R$ 10.367,15",10367.15,"R$ 5.271,18",5271.18,"R$ 2.202,92",2202.92,"R$ 3.304,38",3304.38,"R$ 6.628,43",6628.43,"R$ 12.097,51",12097.51,,0,"R$ 74.000,00",74000,"R$ 13.711,17",13711.17,"R$ 67.588,44",67588.44
1.1.2.2.01.0.1.01.03,FUNC. LOCAL. DIVERSOES PUBL.,9,"R$ 7.277,83",7277.83,"R$ 5.168,02",5168.02,"R$ 176.000,00",176000,"R$ 5.900,97",5900.97,"R$ 5.887,74",5887.74,"R$ 7.905,18",7905.18,"R$ 12.903,40",12903.4,"R$ 2.858,66",2858.66,"R$ 10.372,48",10372.48,"R$ 10.483,33",10483.33,"R$ 11.434,64",11434.64,"R$ 17.572,36",17572.36,,0,"R$ 176.000,00",176000,"R$ 9.205,46",9205.46,"R$ 106.970,07",106970.07
1.1.2.2.01.0.1.01.04,P/ NEGOCIANTES AMBULANTES,9,"R$ 130.164,47",130164.47,"R$ 88.202,77",88202.77,"R$ 1.300.000,00",1300000,"R$ 25.128,47",25128.47,"R$ 91.671,96",91671.96,"R$ 384.520,33",384520.33,"R$ 84.881,64",84881.64,"R$ 88.808,70",88808.7,"R$ 104.652,65",104652.65,"R$ 91.710,25",91710.25,"R$ 72.156,37",72156.37,"R$ 88.758,75",88758.75,,0,"R$ 1.300.000,00",1300000,"R$ 92.233,71",92233.71,"R$ 1.342.890,07",1342890.07
1.1.2.2.01.0.1.01.05,PUBLICIDADE COMERCIAL,9,"R$ 107.633,53",107633.53,"R$ 86.232,21",86232.21,"R$ 2.289.000,00",2289000,"R$ 7.493,05",7493.05,"R$ 135.714,64",135714.64,"R$ 1.103.452,85",1103452.85,"R$ 91.500,27",91500.27,"R$ 94.000,28",94000.28,"R$ 101.574,80",101574.8,"R$ 109.621,79",109621.79,"R$ 90.715,62",90715.62,"R$ 95.888,32",95888.32,,0,"R$ 2.289.000,00",2289000,"R$ 93.247,49",93247.49,"R$ 2.117.074,85",2117074.85
1.1.2.2.01.0.1.01.06,DE APREENSAO,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 85,65",85.65,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 85,65",85.65
1.1.2.2.01.0.1.01.07,"OBRAS, CONST, INSTAL E URBAN.",9,"R$ 575.928,13",575928.13,"R$ 647.599,87",647599.87,"R$ 5.014.000,00",5014000,"R$ 471.415,97",471415.97,"R$ 383.011,79",383011.79,"R$ 376.903,10",376903.1,"R$ 550.900,33",550900.33,"R$ 513.200,21",513200.21,"R$ 686.194,47",686194.47,"R$ 564.462,18",564462.18,"R$ 455.647,52",455647.52,"R$ 597.327,51",597327.51,,0,"R$ 5.014.000,00",5014000,"R$ 589.159,82",589159.82,"R$ 6.411.750,90",6411750.89999999
1.1.2.2.01.0.1.01.08,P/ INSTAL. ELETROMECANICAS,9,"R$ 786,85",786.85,"R$ 0,00",0,"R$ 9.000,00",9000,"R$ 0,00",0,"R$ 314,74",314.74,"R$ 615,92",615.92,"R$ 786,85",786.85,"R$ 157,37",157.37,"R$ 472,11",472.11,"R$ 786,85",786.85,"R$ 1.101,59",1101.59,"R$ 629,48",629.48,,0,"R$ 9.000,00",9000,"R$ 944,22",944.22,"R$ 6.595,98",6595.98
1.1.2.2.01.0.1.01.09,TAXA DE ANALISE DE OBRAS,9,"R$ 57.234,14",57234.14,"R$ 69.859,89",69859.89,"R$ 681.000,00",681000,"R$ 9.014,74",9014.74,"R$ 52.292,29",52292.29,"R$ 35.543,19",35543.19,"R$ 178.456,25",178456.25,"R$ 28.144,89",28144.89,"R$ 38.963,36",38963.36,"R$ 26.608,45",26608.45,"R$ 21.345,85",21345.85,"R$ 50.857,54",50857.54,,0,"R$ 681.000,00",681000,"R$ 47.542,04",47542.04,"R$ 615.862,63",615862.63
1.1.2.2.01.0.1.01.10,UTIL. AREA DOM. PUBL.,9,"R$ 23.794,15",23794.15,"R$ 25.017,63",25017.63,"R$ 722.000,00",722000,"R$ 12.467,13",12467.13,"R$ 19.013,18",19013.18,"R$ 12.305,88",12305.88,"R$ 34.166,06",34166.06,"R$ 21.130,66",21130.66,"R$ 61.746,83",61746.83,"R$ 27.305,19",27305.19,"R$ 61.494,33",61494.33,"R$ 33.795,16",33795.16,,0,"R$ 722.000,00",722000,"R$ 29.263,84",29263.84,"R$ 361.500,04",361500.04
1.1.2.2.01.0.1.01.11,PRECO PUBLICO DE OCUPACAO DE AREA,9,"R$ 176.893,54",176893.54,"R$ 172.627,92",172627.92,"R$ 2.363.000,00",2363000,"R$ 13.041,76",13041.76,"R$ 178.237,28",178237.28,"R$ 453.032,86",453032.86,"R$ 230.382,73",230382.73,"R$ 222.174,52",222174.52,"R$ 171.093,97",171093.97,"R$ 167.836,88",167836.88,"R$ 177.942,83",177942.83,"R$ 180.654,41",180654.41,,0,"R$ 2.363.000,00",2363000,"R$ 167.366,03",167366.03,"R$ 2.311.284,73",2311284.73
1.1.2.2.01.0.1.01.12,PERMISSAO P/ INSTALACAO DE PASSARELA AEREA,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
