cnpj;ano;url_principal;vl_prestacao_servicos;vl_recursos_subvencoes_publicas;vl_recursos_contribuicoes_publicas;vl_recursos_convenios_publicos;vl_recursos_auxi­lios_publicos;vl_recursos_termo_parceria;vl_doacoes_contribuicoes_custeio;vl_receita_convenios_saude_conveniados;vl_prest_servicos_saude_conveniados;vl_sus_sistema_unico_saude;vl_inscricoes_cursos_vestibulares;vl_servicos_educacionais;vl_taxa_mensalidades_contribuicoes;vl_contribuicao_empresas_mantenedoras;vl_doacoes_campanhas_patroci­nios;vl_recusos_internacionais;vl_bolsas_estudo_concedidas;vl_atendimento_gratuito;vl_descontos_comerciais_concedidos;vl_pis_receitas;vl_cofins_receitas;vl_icms_vendas;vl_iss_servicos;vl_vendas_canceladas;vl_outras_deducoes;vl_outras_receitas_operacionais;vl_descontos_obtidos;vl_rendalugueis_arrendamentos;vl_rendimentos_ti­tulos_aplicacoes_mercado_financeiro;vl_impostos_aplicacoes_financeiras;vl_outras_receitas_financeiras;vl_vendativo_permanente;vl_doacoes_receb_bens_mercadorias;vl_outras_receitas_nao_operacionais;vl_outras_receitas_nao_classificadas_anteriormente;vl_total_receitas;vl_salarios_funcionarios_(c/_vi­nculo_empregati­cio);vl_encargos_sociais_pessoal;vl_despesas_diversas_pessoal;vl_remuneracao_dirigentes;vl_encargos_sociais_dirigentes;vl_outros_encargos_sociais_compulsorios;vl_outras_despesas_pessoal;vl_recursos_humanos_externos_pessofi­sica;vl_recursos_humanos_externos_pessojuri­dica;vl_inss_servicos_prestados_por_terceiros;vl_outras_despesas_servicos_contratados;vl_custos_projetos;vl_agua_gas_energieletrica;vl_alugueis_pagos;vl_despesas_vei­culos;vl_diarias_viagens;vl_hospedagem;vl_passagens_aereas/rodoviarias;vl_telefone_fax_outras_despesas_comunicacoes;vl_publicacoes_tecnicas;vl_servicos_tecnicos_especializados;vl_despesas_informatica;vl_premios_seguros_contratados;vl_despesas_atividades_sociais_culturais;vl_outras_despesas_administrativas;vl_ensifundamental;vl_curso_superior;vl_estagiarios;vl_mestrados_doutorados_pos_doutorados;vl_outras_despesas_bolsas_estudo
58.250.267/0001-17;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/85561/RelatorioCircunstanciado.html;0,00;0,00;0,00;280.085,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45.600,00;0,00;41.166,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;130.028,13;0,00;0,00;27,73;0,00;0,00;0,00;0,00;496.908,59;316.567,51;66.129,03;4.710,75;0,00;0,00;0,00;0,00;4.743,00;11.262,74;0,00;0,00;28.354,04;17.576,20;0,00;0,00;0,00;0,00;0,00;11.701,14;0,00;0,00;0,00;0,00;0,00;39.280,11;0,00;0,00;0,00;0,00;0,00
52.246.451/0001-07;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/85878/RelatorioCircunstanciado.html;0,00;0,00;0,00;211.090,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;606.843,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;42.094,89;3.578,42;207,35;160,00;0,00;0,00;0,00;15.792,49;879.352,65;476.492,99;156.914,70;103.310,39;0,00;0,00;0,00;32.941,96;48.958,00;28.415,57;0,00;0,00;0,00;71.761,12;0,00;1.701,01;0,00;0,00;0,00;9.605,78;0,00;0,00;1.260,16;5.214,76;0,00;169.524,06;0,00;0,00;0,00;0,00;0,00
58.269.515/0001-71;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/86764/RelatorioCircunstanciado.html;0,00;606.398,40;129.508,52;43.116,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.585,69;21.839,40;0,00;0,00;688.898,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40.729,21;0,00;0,00;2.583,54;0,00;0,00;0,00;0,00;0,00;856.033,67;1.019.896,11;594.979,76;172.859,78;0,00;0,00;0,00;0,00;56.054,72;0,00;0,00;0,00;0,00;0,00;21.601,40;0,00;1.062,86;100,00;0,00;0,00;3.496,69;0,00;19.394,56;1.165,09;0,00;0,00;187.600,89;0,00;0,00;0,00;0,00;0,00
58.198.524/0001-19;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/115268/RelatorioCircunstanciado.html;0,00;4.253.207,62;0,00;0,00;0,00;0,00;0,00;0,00;194.685.372,47;40.565.288,58;0,00;0,00;0,00;0,00;4.002.862,18;0,00;0,00;220.956,14;0,00;0,00;0,00;0,00;0,00;0,00;2.592.643,62;12.325.704,31;1.914.372,12;5.440.301,26;1.388.509,29;0,00;1.569.849,82;11.500,00;0,00;0,00;0,00;263.343.367,89;45.825.274,67;0,00;16.563.001,95;0,00;0,00;0,00;14.476.363,17;26.846.082,49;32.415.909,49;0,00;21.534.582,25;0,00;3.622.673,28;504.334,59;13.100,25;161.821,00;0,00;0,00;707.355,96;0,00;0,00;813.200,93;674.242,23;0,00;3.327.561,32;0,00;0,00;93.691,47;0,00;0,00
11.043.826/0001-54;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/88089/RelatorioCircunstanciado.html;3.650,00;0,00;0,00;0,00;0,00;0,00;132,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.782,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;132,00;0,00;3.650,00;0,00;0,00;0,00;0,00;0,00;0,00
51.642.288/0001-39;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/88270/RelatorioCircunstanciado.html;0,00;658.480,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;536.762,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;238,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.195.481,57;799.379,86;77.092,76;0,00;0,00;0,00;0,00;103.903,60;0,00;0,00;0,00;55.394,00;0,00;0,00;63.491,74;2.581,12;0,00;0,00;0,00;9.275,83;0,00;22.230,49;11.953,76;2.370,90;2.307,39;174.842,90;0,00;0,00;0,00;0,00;0,00
11.043.826/0001-54;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/115556/RelatorioCircunstanciado.html;4.470,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.470,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.470,01;0,00;0,00;0,00;0,00;0,00;0,00
58.413.451/0001-30;2007;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/91707/RelatorioCircunstanciado.html;35.200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;35.200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17.800,00;0,00;0,00;0,00;0,00;0,00
71.545.636/0001-67;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/92167/RelatorioCircunstanciado.html;0,00;0,00;0,00;0,00;0,00;45.000,00;0,00;0,00;0,00;0,00;0,00;0,00;2.543,00;0,00;5.804,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;53.347,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57.408,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.239,00;0,00;0,00;0,00;0,00;0,00
58.207.572/0001-26;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/93282/RelatorioCircunstanciado.html;0,00;0,00;0,00;629.399,23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;42.312.465,03;0,00;0,00;0,00;4.077.514,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;365.899,81;0,00;0,00;0,00;27.884.915,58;0,00;722.457,18;0,00;0,00;0,00;0,00;67.105.822,58;10.242.287,56;1.449.410,49;0,00;0,00;0,00;0,00;0,00;743.403,33;727.477,20;0,00;0,00;747.993,13;405.045,88;0,00;0,00;30.095,60;0,00;0,00;43.279,57;13.765,28;0,00;179.377,27;10.342,45;0,00;2.287.102,59;775.200,00;4.074.396,16;0,00;0,00;0,00
58.413.451/0001-30;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/115768/RelatorioCircunstanciado.html;87.722,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;87.722,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;544,44;4.200,00;0,00;0,00;0,00;0,00;2.584,20;0,00;0,00;0,00;0,00;0,00;25.225,00;0,00;0,00;0,00;0,00;0,00
58.167.032/0001-66;2007;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/96999/RelatorioCircunstanciado.html;0,00;0,00;0,00;414.154,92;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39.320,48;0,00;115.935,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.319,50;0,00;0,00;11.969,16;0,00;0,00;0,00;0,00;590.699,85;299.282,22;0,00;0,00;0,00;0,00;0,00;0,00;4.874,80;0,00;0,00;0,00;71.282,22;20.883,64;0,00;2.106,95;0,00;0,00;0,00;6.263,41;0,00;4.046,15;2.400,70;3.286,72;0,00;87.134,65;0,00;0,00;0,00;0,00;0,00
58.251.711/0001-19;2007;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/18383/RelatorioCircunstanciado.html;802.798,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57.327,00;76.485.881,07;1.158.961,57;0,00;2.145.544,96;0,00;17.810.850,42;0,00;0,00;0,00;0,00;0,00;4.988,39;290.201,24;0,00;2.670,00;29.735,89;0,00;7.701.787,39;0,00;24.470,49;5.952,40;0,00;0,00;0,00;70.309.089,15;24.220.865,82;2.668.411,45;5.999.386,04;0,00;0,00;0,00;627.637,80;595.807,90;13.267.172,50;0,00;596.640,29;57.810,49;1.610.704,96;29.400,00;91.840,16;40.687,43;0,00;0,00;504.185,96;81.860,07;0,00;413.736,12;0,00;42.382,28;2.901.894,78;0,00;0,00;0,00;0,00;0,00
58.198.128/0001-91;2007;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/18388/RelatorioCircunstanciado.html;0,00;1.350.199,33;0,00;0,00;638,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20.397,00;0,00;122.420,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;600,00;0,00;0,00;7.702,53;0,00;0,00;53.215,80;0,00;1.555.173,63;844.298,26;83.301,86;0,00;0,00;0,00;0,00;11.764,70;24.171,93;21.030,92;0,00;179.100,00;16.612,59;17.624,26;0,00;5.396,93;0,00;0,00;0,00;13.463,49;804,60;8.192,50;11.484,50;3.042,90;88.286,91;113.881,83;0,00;0,00;0,00;0,00;0,00
58.232.521/0001-54;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/98919/RelatorioCircunstanciado.html;0,00;20.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;312.546,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;332.546,43;48.366,59;11.166,29;40.010,30;0,00;0,00;0,00;32.500,00;8.630,00;8.656,00;0,00;67.830,00;0,00;58.911,00;0,00;7.823,00;5.015,00;0,00;0,00;14.986,84;3.265,00;1.610,00;1.210,00;0,00;0,00;21.557,10;0,00;0,00;0,00;0,00;0,00
58.198.128/0001-91;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/98970/RelatorioCircunstanciado.html;0,00;1.741.015,59;0,00;0,00;0,00;0,00;0,00;1.756,92;0,00;0,00;0,00;0,00;35.300,00;0,00;124.732,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;600,00;0,00;0,00;34.190,80;0,00;0,00;854,50;0,00;1.938.450,77;1.169.714,56;104.113,50;0,00;0,00;0,00;0,00;7.569,62;30.102,00;0,00;0,00;284.456,98;17.562,94;25.412,76;0,00;9.019,02;0,00;0,00;0,00;13.472,06;1.582,66;0,00;18.675,71;3.610,74;0,00;233.022,71;0,00;0,00;0,00;0,00;0,00
58.198.227/0001-73;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/98993/RelatorioCircunstanciado.html;350.927,13;2.461.126,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20.500,00;0,00;420.735,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,65;258.510,83;325.256,65;0,00;61.794,88;0,00;0,00;1.213.012,89;0,00;5.111.864,89;1.896.640,53;633.762,20;446.335,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;141.490,15;6.136,52;51.644,78;747,97;0,00;0,00;71.699,85;0,00;0,00;0,00;25.260,17;0,00;1.630.100,61;0,00;0,00;0,00;0,00;0,00
58.225.905/0001-40;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/99175/RelatorioCircunstanciado.html;2.639.647,74;1.109.248,82;0,00;603.108,66;0,00;0,00;62.835,02;0,00;0,00;0,00;0,00;0,00;1.275,00;0,00;781.787,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.165,97;0,00;0,00;274.758,62;0,00;0,00;9.189,97;0,00;0,00;0,00;0,00;5.479.685,13;1.995.258,15;841.570,03;474.796,64;0,00;0,00;0,00;127.354,85;0,00;0,00;0,00;0,00;0,00;194.587,27;58.561,09;56.577,11;293,23;0,00;0,00;91.272,67;0,00;329.377,18;4.808,89;18.795,99;420,00;31.054,58;0,00;0,00;0,00;0,00;0,00
60.015.070/0001-45;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/99354/RelatorioCircunstanciado.html;0,00;0,00;0,00;336.267,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.880,00;0,00;153.416,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.007,46;0,00;0,00;514.571,97;297.396,42;40.987,15;14.232,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27.082,28;0,00;14.096,28;0,00;0,00;0,00;5.949,15;0,00;0,00;12.407,44;0,00;0,00;20.851,02;0,00;0,00;0,00;0,00;0,00
58.222.878/0001-51;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/99711/RelatorioCircunstanciado.html;0,00;901.502,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.291.735,84;0,00;0,00;1.576.789,82;0,00;0,00;0,00;0,00;0,00;933,87;0,00;0,00;0,00;0,00;17.074,33;0,00;473.634,24;34.895,31;0,00;2.226,25;0,00;0,00;0,00;0,00;4.296.924,03;1.873.511,77;735.647,38;154.718,20;0,00;0,00;0,00;46.171,35;9.420,00;54.476,40;0,00;0,00;0,00;137.404,51;0,00;38.865,34;1.550,95;0,00;0,00;35.728,48;0,00;0,00;13.729,89;38.989,71;12.785,49;693.032,45;0,00;0,00;9.420,00;0,00;0,00
64.715.899/0001-01;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/99990/RelatorioCircunstanciado.html;0,00;373.028,40;0,00;156.272,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;289.867,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;811,54;0,00;0,00;0,00;0,00;6.243,30;0,00;826.223,89;367.189,78;72.343,28;79.340,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17.696,43;0,00;3.033,14;0,00;0,00;0,00;6.183,95;0,00;0,00;5.088,82;6.612,36;0,00;109.103,31;0,00;0,00;0,00;0,00;0,00
55.674.980/0001-08;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/100128/RelatorioCircunstanciado.html;0,00;0,00;0,00;768.042,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.556.602,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.656,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.328.300,62;1.118.608,17;410.022,21;113.664,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13.089,89;0,00;68.192,92;0,00;30.293,75;0,00;0,00;0,00;66.365,18;0,00;0,00;11.846,39;9.460,05;0,00;89.531,87;0,00;0,00;0,00;0,00;0,00
46.781.142/0001-34;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/100372/RelatorioCircunstanciado.html;0,00;393.486,27;57.926,83;0,00;0,00;0,00;0,00;0,00;0,00;202.845,50;0,00;0,00;0,00;1.207.104,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;91,13;17.717,84;23.324,80;0,00;0,00;0,00;0,00;355.291,77;40.056,83;2.297.845,67;1.134.576,55;457.426,12;122.272,38;0,00;0,00;0,00;0,00;0,00;99.469,10;0,00;0,00;0,00;83.841,41;0,00;23.054,72;0,00;0,00;0,00;44.591,35;0,00;18.021,83;2.677,31;14.551,67;0,00;160.375,72;0,00;0,00;0,00;0,00;0,00
58.218.207/0001-17;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/116448/RelatorioCircunstanciado.html;455.100,64;0,00;0,00;438.227,00;0,00;0,00;1.636.924,29;316.224,95;0,00;198.706,80;0,00;0,00;0,00;0,00;142.699,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25.692,07;0,00;0,00;0,00;0,00;42.122,75;1.500,00;0,00;0,00;0,00;3.257.198,27;1.434.627,51;132.976,13;151.848,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;471.273,87;44.201,75;54.505,60;0,00;5.510,02;0,00;0,00;0,00;44.222,54;0,00;25.166,00;7.957,12;21.788,01;0,00;269.383,18;0,00;0,00;0,00;0,00;0,00
58.207.572/0001-26;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/101058/RelatorioCircunstanciado.html;0,00;0,00;0,00;5.352.065,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40.604.814,21;0,00;0,00;0,00;2.097.853,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;293.856,64;0,00;0,00;0,00;37.383.768,65;0,00;1.374.440,55;0,00;0,00;0,00;0,00;82.323.378,82;10.666.166,76;1.644.739,16;0,00;0,00;0,00;0,00;0,00;919.816,77;256.061,12;0,00;0,00;5.352.065,37;409.833,95;0,00;0,00;79.362,00;0,00;0,00;44.199,26;14.589,62;0,00;157.948,40;9.938,76;0,00;1.912.403,75;785.600,00;3.989.190,97;0,00;0,00;0,00
58.236.456/0001-35;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/101126/RelatorioCircunstanciado.html;0,00;506.354,40;0,00;156.875,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;35.823,19;0,00;3.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;894.384,66;0,00;319.716,49;67.330,37;0,00;0,00;52.500,00;0,00;0,00;279.440,74;2.315.925,15;1.154.235,75;131.890,88;76.931,59;0,00;0,00;0,00;96.865,38;67.412,91;0,00;0,00;0,00;0,00;109.666,61;0,00;14.269,37;0,00;0,00;0,00;10.902,18;0,00;36.774,55;0,00;9.979,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00
58.218.215/0001-63;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/101299/RelatorioCircunstanciado.html;0,00;1.042.836,36;0,00;0,00;0,00;0,00;60.680,14;0,00;0,00;0,00;0,00;0,00;30.005,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;31.984,59;0,00;978.138,05;140.823,09;0,00;0,00;0,00;0,00;0,00;412.658,64;2.697.126,37;914.246,41;105.830,59;10.858,45;0,00;0,00;0,00;0,00;69.746,61;41.100,00;0,00;0,00;426.598,19;26.578,72;51.799,49;22.587,09;591,71;0,00;0,00;39.570,15;0,00;30.830,25;2.095,33;6.079,58;0,00;437.137,62;0,00;0,00;0,00;0,00;0,00
58.222.910/0001-07;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/101906/RelatorioCircunstanciado.html;0,00;36.000,00;0,00;814.354,08;0,00;1.350,00;52.968,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;515.680,26;0,00;304.540,15;53.229,26;0,00;0,00;0,00;0,00;0,00;11.514,25;1.789.636,80;1.320.390,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38.483,85;0,00;0,00;0,00;11.030,79;0,00;3.889,01;0,00;0,00;0,00;13.162,80;0,00;0,00;0,00;0,00;0,00;213.680,41;0,00;0,00;0,00;0,00;0,00
46.170.494/0001-53;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/102207/RelatorioCircunstanciado.html;0,00;0,00;330.229,85;0,00;0,00;0,00;145.361,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17.193,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.365,16;0,00;0,00;0,00;0,00;0,00;765,29;494.915,40;170.831,15;19.405,64;48.209,73;0,00;0,00;0,00;6.765,82;7.966,30;0,00;0,00;0,00;0,00;7.254,65;0,00;0,00;0,00;0,00;0,00;4.858,05;0,00;0,00;490,00;0,00;0,00;14.077,11;0,00;0,00;0,00;0,00;0,00
58.252.602/0001-16;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/102343/RelatorioCircunstanciado.html;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.610,06;0,00;1.268.897,98;0,00;41.094,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.358,51;185,00;0,00;0,00;70.430,90;0,00;18.750,58;0,00;0,00;0,00;0,00;1.393.610,26;97.262,05;53.588,43;335.085,01;0,00;0,00;0,00;0,00;62.670,02;0,00;0,00;0,00;0,00;31.261,98;0,00;863,02;0,00;717,60;0,00;6.308,80;0,00;0,00;1.249,92;1.901,70;0,00;583.762,38;0,00;0,00;0,00;0,00;0,00
58.224.692/0001-31;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/102410/RelatorioCircunstanciado.html;0,00;735.287,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;188.906,73;0,00;9.902,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;756,21;0,00;0,00;0,00;0,00;3.270,77;50.458,69;988.582,64;376.825,44;90.053,78;104.495,49;0,00;0,00;0,00;0,00;0,00;31.295,18;0,00;0,00;0,00;45.016,88;37.728,81;1.622,16;0,00;0,00;189,80;6.163,13;0,00;0,00;6.175,00;7.009,06;0,00;173.998,24;0,00;0,00;0,00;0,00;0,00
68.018.050/0001-30;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/103555/RelatorioCircunstanciado.html;0,00;0,00;0,00;1.222.141,28;0,00;0,00;140.795,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;178.953,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19.908,24;0,00;0,00;0,00;0,00;0,00;51.535,77;1.613.334,37;687.526,94;78.502,72;157.516,26;0,00;0,00;0,00;64.389,00;0,00;0,00;0,00;0,00;0,00;25.720,37;0,00;7.859,02;0,00;0,00;0,00;13.357,81;0,00;0,00;3.798,80;5.749,31;0,00;28.475,77;0,00;0,00;0,00;0,00;0,00
62.292.420/0001-46;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/104019/RelatorioCircunstanciado.html;101.527,30;0,00;0,00;386.242,06;263,34;0,00;9.970,00;0,00;0,00;0,00;0,00;0,00;35.792,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,03;0,00;0,00;0,00;0,00;0,00;0,00;533.808,30;253.879,80;23.417,15;43.234,35;0,00;0,00;0,00;2.784,00;9.155,97;0,00;0,00;0,00;0,00;13.097,55;55.188,00;1.576,25;7.386,11;0,00;0,00;5.936,32;0,00;4.439,00;0,00;0,00;66.304,00;30.732,20;0,00;0,00;0,00;0,00;0,00
55.674.782/0001-36;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/104181/RelatorioCircunstanciado.html;0,00;0,00;0,00;589.851,28;0,00;0,00;103.054,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14.167,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,23;0,00;0,00;0,00;0,00;0,00;0,00;707.082,71;353.806,13;39.246,96;69.361,47;0,00;0,00;0,00;9.959,49;0,00;0,00;0,00;0,00;0,00;11.802,64;0,00;5.302,97;0,00;0,00;0,00;8.088,61;0,00;0,00;499,00;2.437,94;0,00;24.231,23;0,00;0,00;0,00;0,00;0,00
58.247.503/0001-46;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/104292/RelatorioCircunstanciado.html;0,00;782.301,52;0,00;428.872,00;0,00;20.000,00;0,00;0,00;0,00;0,00;0,00;0,00;3.060,00;3.375,00;417.461,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,02;527.076,56;24.152,18;111,33;0,00;0,00;0,00;0,00;17.121,65;2.223.312,44;849.187,17;62.236,22;40.008,18;0,00;0,00;0,00;6.223,78;0,00;14.273,68;0,00;38.879,64;270.753,13;48.845,72;1.360,00;9.070,55;0,00;0,00;0,00;17.311,78;0,00;20.341,73;18.775,64;13.729,08;7.151,06;100.267,14;0,00;0,00;0,00;0,00;0,00
